_id,question,answers
55e1d678,Can smoking crystal meth cause you to have a stroke?,Absolutely . Strokes are very much a side effect of meth. I know people personally that have had them from meth. It's not pretty at all.. I would always advise anyone fucking with meth to absolutely not over exert yourself drink as much water as you possibly can stand I'm saying a min. Of a gallon of distilled if possible and take prenatal vitamins and potassium supplements if at all possible.
aae88a79,What causes cylinder pressure to be below the atmosphere during the intake stroke?,"The piston is drawing a vacuum to pull in the intake charge (air and fuel mixture).
As the piston lowers, the cylinder volume increases. Air must flow into the cylinder to fill the larger space. The pressure drop below atmospheric is due to air moving by the intake and valves to fill the expanding cylinder volume.
If the cylinder were fully open on top, the pressure drop would be relatively low. This is one reason, with very wild camshafts that the intake vacuum is not adequate to operate accessories (vacuum distributor advance, vacuum power brakes, etc). The long duration of the camshaft allows the airflow to be far less restricted and thus lower pressure drop.
Original Question:
“What causes cylinder pressure to be below the atmosphere during the intake stroke?”"
f41367b4,Could a lack of sleep cause a stroke?,"Proper sleep is required for our cardio vascular system to work well. Sleep deprivation can indeed cause stroke.
During sleep your mind repairs the body, processes information to form memories and refreshes you . You can't function without it. So have a minimum 6–8 hrs of sleep daily."
0832e9d7,Can anxiety cause a heart attack or a stroke?,"Anxiety can definitely make worse already pre-existing heart diseases. Typical anxiety progress in the way that it triggers flight/fight response. This leads to flooding of the bloodstream by hormones activating a whole range of adaptations to such situations.
Basically, all unnecessary processes — like digestion & higher-level cognition are switched off — whereas muscles including the heart get most of the blood supply. It automatically leads to activation of the cardiovascular center that stimulates sympathetic innervation in the heart.
This is where things become interesting. Increased sympathetic heart activation leads to a much higher heart rate and stroke volume what dramatically increases the heart minute output. This sharply increased demand on the heart can trigger a whole range of pre-existing heart conditions and diseases.
Heart palpitations.
Atrial fibrillations.
Angina pectoris.
Heart infarction. It is a quite dangerous situation.
Deadly ventricular tachycardias: Torsades de Pointes arrhythmias, ventricular tachycardia, and ventricular fibrillation. Those are quite dangerous too.
There is good news. It is known that you can hit those two birds — heart infarction & anxiety — by one stone. It can be accomplished by the proper diet of our great grandmothers, which heals large intestine, stop inflammation there and subsequently in the body including arteries, and which substantially elevates the level of the precursor of serotonin (produced by healthy bacteria).
As simple as this it can become :-)"
853fb289,Can single strokes cause progressive dementia?,"Short answer: No. Vascular lesions of the brain may result in dementia, but usually only in the presence of multiple strokes.
Long answer:
A single stroke generally doesn't cause progressive cognitive decline[1]. However, multiple insults over a period of time (usually spanning years) will result in diffuse damage to the brain, and patients can lose function in stepwise fashion, which mimics the progressive decline of what is popularly considered ""dementia"". Treatment is oriented towards prevention of future vascular events, generally by controlling stroke risk factors. Examples of pathology include:
blood vessel diseases
hypertensive hemorrhages
amyloid angiopathy
cardiac emboli (clots)
post-ischemic diffuse brain damage
[1] It can, however, cause global disturbances in behavior or memory which can be misinterpreted as dementia by those not trained in neurology. For instance:
Anterior cerebral artery infarcts may result in abulia and generalized apathy usually associated with difficulty in planning future tasks.
Middle cerebral artery infarcts may cause aphasias or hemineglect.
Posterior cerebral artery infarcts may result in visual agnosias, cortical blindness, achromatopsia, prosopagnosia, or amnesia in bilateral disease.
Very unlucky infarcts that affect certain sensitive regions of the brain, such as the medial thalamic region, may also result in severe, non-progressive memory disturbances after one ischemic event."
748f4516,Can a stroke and brain bleed cause delusions?,
1cbf9401,Is it true that cell phones can cause a stroke?,
7bf6b57e,What causes a 2-stroke engine to seize?,
a6b23b2a,"Why would I want the Covid vaccine if it has a clotting disorder as a side effect, and I’ve had multiple strokes? Aren’t strokes caused by clotting disorders?",
5f85bcf7,What is a brain stroke & its causes?,
028022dd,Does a stroke cause mood swings?,
bc569c61,The Greeks are to have a referendum on EU inclusion. Is this a master-stroke of negotiation by the Greeks or a consequence of a ridiculous blunder caused by poor negotiating on their part?,
b879c1b9,Can a stroke cause nausea and vomiting?,
f5a7f0d0,Can sickle cell disease cause a stroke?,
f1866e5a,How badly can a stroke mess you up? What happens when you get a stroke? What is the cause?,
c8a8d282,Will a stroke cause you to forget everything?,
3c474bd2,Could a mini-stroke cause the tongue to go numb?,
c92c71a0,"Does eating one meal a day cause diabetes, stroke and heart disease?",
61ad22e5,"If exercising with high blood pressure can lead to heart attack and stroke, why do doctors advise hypertensive patients to exercise?",
4d28c887,Can a brain scan cause a stroke?,
25e23149,How do you prevent atrial fibrillation from causing a stroke?,
1ea2e2e7,Can heat stroke cause psychosis?,
550f58f7,Can someone who experiments with drugs have a stroke because of it?,
fd66221f,How can a stroke cause bradycardia?,
528fb10f,Which autoimmune disease can cause a stroke?,
15ebe78f,The nurse said that raises insulin can cause a stroke. Does that mean it's better to eat less carbohydrates than it is to use medicine to lower blood glucose?,"Thanks for the A2A.
I’m not sure about insulin and strokes. I checked the literature and didn’t find anything that corroborates what your nurse said. I do know, however, that uncontrolled diabetes raises your risk of having a stroke. So, if you have been prescribed insulin, you should take it as your doctor tells you to.
Anyone who has diabetes should be careful about their sugar/carbohydrate intake. Ideally, you should try to limit simple carbs like soda, white bread and rice, and sweets. Not all carbohydrates are bad for diabetics. Complex carbs like those you find in whole grain breads, unsweetened granola, and beans — those are good for you in moderate amounts. These kinds of carbohydrates digest more slowly, so they don’t cause your blood sugar to jump as high as things like soda or sugary foods (simple carbs).
Of course, as a diabetic and as someone who is taking insulin, you should always be sure to have some glucose tablets at your disposal. You can find them at the drug store and they look something like this:
Being on insulin raises your risk for hypoglycemia (low blood sugar). This can happen if you accidentally take too much insulin, or if your blood sugar is lower than usual and you take the prescribed amount of insulin. It’s not uncommon for people who are on insulin to have their blood sugar drop too low. If this happens, you may feel lightheaded, anxious, sweaty, and jittery. You could even faint. This is very dangerous. These tablets can help if that happens. You should carry them in your purse, in your car, and have some in your kitchen and/or bedroom. Orange juice or soda is also good for quickly raising your blood sugar if it drops too low. But I like these tablets because they are easy to carry and they work really quickly.
Hope this helps,
Dr. Paul"
b7e4c22d,What are other non-stroke causes for stroke symptoms?,"Think HEMI
H: Hypoglycemia, hyperglycemia
E: Epilepsy (Todd’s paralysis), Ears (labrynthitis)
M: Multiple sclerosis, hemiplegic migraine, mononeuropathy (Bell’s palsy), mental (conversion disorder, dementia), metabolic (toxins)
I: Intracranial tumours, Infections (Lyme disease, meningitis, encephalitis, abscess, sepsis)"
fc5bb502,Can I switch between synthetic 2 stroke motor oil and non-synthetic 2 stroke motor without causing damage?,"YES, you can switch synthetic with conventional oil, even mix oils as you please with no fear of damaging anything. Synthetic 2-cycle oil does have superior lubricating properties and it excels under the most extreme conditions. There are some very extreme conditions in competitive motor sports and these virtually demand synthetic lubricants or synthetic/castor blends. For your $75 weed whacker from the big box store, maybe it isn’t worth the $ but it will keep your plug cleaner & might start better next season, if you have it that long. Certainly, I would use synthetic in a professional grade chainsaw, ultralight aircraft, outboard engine, competition kart or motorcycle. Wouldn’t even consider conventional 2-cycle oil for these aplications."
6a0c6859,What is the most common cardiac cause for a stroke?,"Other answers say atrial fibrillation. But that’s only indirectly correct.
A Fib makes it more likely you will have a stroke, but the majority don’t have one.
Atrial fib predisposes to forming clots in the heart (in the lt. atrial appendage), and they can break loose, go through the blood (carotid artery) and stop in the brain, causing an embolic/ischemic stroke.
So arterial embolus is the correct answer—with atrial fib being the most common predisposing cause."
fea4ff45,How long does it take for a stroke to cause brain damage?,"4 minutes due to the lack of oxygen.
With ischemic strokes the blood clot or emboli that blocks the blood flow to the part or parts of the brain to oxygenate the brain. Small strokes are small because it affects a smaller part of the brain; where large strokes can involve multiple lobes of the brain, even.
With hemorrhagic strokes the blood that escapes the blood vessel is damaging to the brain tissue. Why hemorrhagic strokes have worse symptoms and outcomes, too. The inflammation blood can cause is dreadful, as the body attacks itself thinking it’s a contagion."
8cdf576c,Can sneezing cause a stroke?,"Yes, a violent sneeze or cough can burst a blood vessel in the brain and cause a hemorrhagic stroke.
It would be extremely rare in a healthy person but quite possible in someone with thinned or fragile blood vessels."
8603be39,How can researchers accurately conclude that strokes and cardiovascular illness (late in life) are caused by loss of sleep?,
23770321,Is excess sugar consumption one of the factors in causing a brain stroke?,"…not necessarily. Brain strokes occur due to brain cell being deprived of oxygen caused by an irregularity of blood flow. This can arise from either a blockage in the form of a blood clot or a vesicular eruption in one of the brain layers.
Any prolonged excess of sugar or salt will cause an imbalance to the brain’s physiology and therefore exhibit itself by or with an ‘abnormal’ behavior."
d7570c5c,Do chiropractors ever cause vertebral artery dissection strokes by mistake?,"Yes, cervical vertebral artery dissections can occur with chiropractic neck manipulations. However, the incidence is very uncommon (rare) and within reasonable medical probability, a pre-existing condition causes this.
The research definitively shows that the chance of a catastrophic event/death by going to a chiropractor is actually less than going to your primary medical physician. Remember, any medical intervention, any pharmaceutical intervention, anything that doctors do to you has some risk. Goodness, even taking aspirin kills people!
BTW, tune out the naysayers that profess that chiropractic has no medical benefit. There is a plethora of research comparing chiropractic to medical interventions for musculoskeletal conditions which unequivocally show that chiropractic at least is as effective than medical treatment, and often more beneficial.
And, at least, going to your chiropractor reduces the iatrogenic possibilities of harm, greatly reduces the amount of opiates and other medications prescribed, and by reducing surgery, death."
16ea8cad,Is it possible for a stroke to just cause temporary hearing loss and deafness?,"Yes, it is possible for a stroke to affect hearing.
In more than one way too. I’ve can recall patients who’s hearing thresholds have dropped after a stroke, and then over the duration of months, even going on to years they have gradually recovered to pre-stroke levels. Whether this is down to blood flow, which there are drugs to increase blood flow to the inner ear or temporary atrophy around the auditory nerve or spiral ganglions, as they both carry electrical impulses from the hairs cells within the cochlea. I honestly do not know what the reasons are
There is also as Matt Ramsey mentioned, we hear sounds with our ears, but its the brain that makes sense of those sounds. This one I’d say is more common, the brains cognitive function is often affected after a stroke and understanding speech can be more difficult due to this, especially in noise. Given time the brain often recovers and this recovery will often lead to increased cognitive processing, which will always help with understanding speech, whether that's through hearing, lip-reading or the brain filling in the blanks from all the areas of the brain that often gets used by people with hearing loss due to neural plasticity of the brain.
The brain is an amazing muscle responsible for many things, and like any other part of the body, when its damaged it can recover. If you are asking this question due to someone you know, their hearing has been affected and they didn’t need hearing aids before the stroke, I’d recommend Oticon OPN S, or the soon to be released Oticon More. The way these hearing aids process sound can, and does support the brain in many ways with their BrainHearing technology. I wear these and they are amazing compared to all the other hearing aids I’ve worn in the past.
Regards
Mark"
965e6c7c,Can leukoaraiosis cause a minor stroke?,
b4e76f44,Does a stroke always cause permanent damage?,
aa07b6ca,Can strokes cause foot drop?,
3305ba43,"Does the coronavirus have the ability to affect the brain and cause a variety of neurological symptoms, from stroke, memory loss and an acute alteration in personality, behavior, cognition or consciousness?",
40f8ff93,"If you had a stroke causing loss of both the ability to walk and the ability to speak and could only get one back, which would you choose and why?",
dd0d2086,What type of stroke is caused by atrial fibrillation?,
99dc7775,Which force causes the movement of the piston downwards during the suction stroke?,
65f1aee5,Can I have a stroke in the cerebellum?,
013f472a,A medical examiner says that Capitol Police officer Brian Sicknick suffered two strokes and died of natural causes one day after the 1/6/21 US Capitol Building riots. Could the strokes been brought on by the intense situation he encountered?,
bb2cd8e1,"If a heart is healthy but a person has arrhythmia, can it cause a stroke?",
b73df21a,Can a stroke or head injury cause Alzheimer's?,"More-severe head injuries may increase your risk of developing Alzheimer's disease. And sustaining a head injury when you're older, around age 55, may also increase your risk. Repeated mild injuries also may increase your risk of future problems with thinking and reasoning. Brain Injuries Increase Risk of Stroke. July 28, 2011 -- People who have had a traumatic brain injury face a tenfold increase in the risk of having a stroke within three months, according to a new study. Traumatic brain injury occurs when a blow or jolt to the head causes changes in a person's normal brain function. Go to my Profile and you can find all Alzheimer's Disease material there..."
34af49e1,"Is a thrombus and an embolus the same thing? If not, which causes a stroke & which causes a heart attack?","They are not the same thing but they can lead to the same thing—ischemia—which produces strokes and heart attacks. A thrombus is a clot in an artery which causes obstruction of the artery and ischemia(low oxygen levels)—-most common cause of heart attacks. An embolus develops when a fragment of a clot in a peripheral artery breaks off and travels in the circulation to another site and causes obstruction of the circulation in the distant site, thus producing ischemia and a possible infarct. This is one of the most common causes of strokes—-for example, a clot in the carotid artery in the neck becomes unstable and a fragment breaks off and travels to the circulation in the brains producing obstruction, ischemia, and subsequently a stroke."
c23e3f26,What happens to blood clots in the brain after a stroke?,They are gradually reabsorbed by the body.You can look up the reabsorption process in any bio-chem/anatomy and physiology university level source.
445b9c07,"What are the symptoms, causes, and warning signs of a stroke that occurs in the human body?","Symptoms
If you or someone you're with may be having a stroke, pay particular attention to the time the symptoms began. Some treatment options are most effective when given soon after a stroke begins.
Signs and symptoms of stroke include:
1 Trouble speaking and understanding what others are saying. You may experience confusion, slur your words or have difficulty understanding speech.
2 Paralysis or numbness of the face, arm or leg. You may develop sudden numbness, weakness or paralysis in your face, arm or leg. This often affects just one side of your body. Try to raise both your arms over your head at the same time. If one arm begins to fall, you may be having a stroke. Also, one side of your mouth may droop when you try to smile.
3 Problems seeing in one or both eyes. You may suddenly have blurred or blackened vision in one or both eyes, or you may see double.
4 Headache. A sudden, severe headache, which may be accompanied by vomiting, dizziness or altered consciousness, may indicate that you're having a stroke.
5 Trouble walking. You may stumble or lose your balance. You may also have sudden dizziness or a loss of coordination.
Causes
There are two main causes of stroke: a blocked artery (ischemic stroke) or leaking or bursting of a blood vessel (hemorrhagic stroke). Some people may have only a temporary disruption of blood flow to the brain, known as a transient ischemic attack (TIA), that doesn't cause lasting symptoms.
1 Ischemic stroke
Ischemic strokeOpen pop-up dialog box
This is the most common type of stroke. It happens when the brain's blood vessels become narrowed or blocked, causing severely reduced blood flow (ischemia). Blocked or narrowed blood vessels are caused by fatty deposits that build up in blood vessels or by blood clots or other debris that travel through your bloodstream and lodge in the blood vessels in your brain.
Some initial research shows that COVID-19 infection may be a possible cause of ischemic stroke, but more study is needed.
2 Hemorrhagic stroke:
Hemorrhagic stroke occurs when a blood vessel in your brain leaks or ruptures. Brain hemorrhages can result from many conditions that affect your blood vessels. Factors related to hemorrhagic stroke include:
Uncontrolled high blood pressure
Overtreatment with blood thinners (anticoagulants)
Bulges at weak spots in your blood vessel walls (aneurysms)
Trauma (such as a car accident)
Protein deposits in blood vessel walls that lead to weakness in the vessel wall (cerebral amyloid angiopathy)
Ischemic stroke leading to hemorrhage
A less common cause of bleeding in the brain is the rupture of an abnormal tangle of thin-walled blood vessels (arteriovenous malformation).
Transient Ischemic Stroke:
A transient ischemic attack (TIA) — sometimes known as a ministroke — is a temporary period of symptoms similar to those you'd have in a stroke. A TIA doesn't cause permanent damage. They're caused by a temporary decrease in blood supply to part of your brain, which may last as little as five minutes.Like an ischemic stroke, a TIA occurs when a clot or debris reduces or blocks blood flow to part of your nervous system.Seek emergency care even if you think you've had aTIA because your symptoms got better. It's not possible to tell if you're having a stroke or TIAbased only on your symptoms. If you've had a TIA, it means you may have a partially blocked or narrowed artery leading to your brain. Having TIA increases your risk of having a full-blown stroke later."
60af72cc,"Why is it that female hormones are thought to protect against heart disease, but to be the cause of strokes?","Prior to the menopause women have a quarter of the incidence of coronary disease of men .Many studies of HRT show a reduced incidence of heart disease this is also true for the WHI study with regard to women under 60 for both combined and oestrogen only therapy .No attention was drawn in this study to the fact that due to the rules, 33% of the control group ended up on statins and aspirin ie this therapy doesn’t work on women.
The lead investigator received an honorarium from Pfizer. The study was stopped early on the grounds that there was an excess of breast cancer in the study group on combined therapy ,similarly there was a deficit in the oestrogen only group These differences were not statistically significant and the authors retracted the finding. The Drops study also showed a protective effect further studies are about to be published.
So double blind studies show a protective effect as does casual observation.
he excess stroke risk may be due to an increased propensity to thrombotic episodes on estrogen,the difference in the WHI trial may however be due to the aspirin treatment of the control group.
HRT lowers cholesterol the failure to protect women over 60 against heart disease has been postulated as being due to arterial damage from the post menopausal lack of oestrogen .It however protects against hip fracture which biphosonates do not ,this is because oestrogens promote bone remodelling,both will protect against osteoporosis"
006bd79c,"My 3.5 HP two stroke outboard engine will only run for a few seconds, then it dies. What are some possible causes for this?","I will tell you exactly what the problem is. As with any 2 cycle engine,outboard motor, chainsaw,weed whacker, etc., there is oil mixed with the fuel. When the owner puts it away for the season, it is imperative that you drain the fuel from the tank and start the motor till the carb is empty and the motor quits. Most folks can”t be bothered, so springtime comes, the gas has evaporated from the carb, leaving, congealed oil plugging the fuel jet. Happens all the time. You have to take the carb off, pull it apart, clean the jet and float valve, with acetone,gas, or carb cleaner. Reassemble it. put in fresh fuel and oil. Two tugs and away it goes. I also switch out those tiny fuel lines,they sometimes get hard and brittle, and put in a new spark plug. Simple maintenance my good friend.Hope this helps"
bdd5484a,Do strokes cause people to pass out?,"Not always. The classic signs of a stroke are confusion with a sudden onset. Weakness on one side of the body, facial droop on one side of the body. Vision deficits on one side of the body. Inability to either express or understand words (expressive aphasia or receptive aphasia.) Difficulty swallowing (dysphasia). The person may or may not lose consciousness. To check if a person is having a stroke ask them to smile, if one side of the mouth droops it is a sign. Ask them to squeeze your hands. If one side is weaker or unable to squeeze, that is also a sign. Ask them to tell you their name, what day or season is it, and where they are. If they have trouble with any of those questions and it is new, it is a sign of cognitive decline. If you notice the symptoms right away they need to get to the hospital immediately because there is a short window of time when a clot busting drug can reduce the damage from a stroke.
When a stroke occurs on the left side of the brain it affects the right side of the body. When it happens on the right side of the brain the left side of the body is affected. Damage to the brain can be small to catastrophic. Typically, the person may regain some of the functions over a period of months to a year. Probably after a year they will not regain that function."
6f3c35db,What should I do about an alarming event of vaccination that caused my husband to have a stroke? It's been documented recently that shingles vaccine will cause this. Should I tell him?,"You got your research confused. It is shingles itself that increases the odds of a stroke. The shingles vaccine DIMINSHES the chance of a stroke.
What’s the link between shingles and stroke?
In two recent large studies, people who developed shingles were up to 4.5 times more likely to suffer a subsequent stroke, highlighting the value of immunization against the virus that causes this disease. That’s because any viral or bacterial infection sparks inflammation, and for people with cardiovascular disease (CVD), that could cause plaque in the arteries to become inflamed and rupture, much like a volcano spewing molten lava. The body’s defense to this injury is to form a clot, which can trigger a stroke if it blocks the flow of blood to the brain.
Here’s a sample search on “Does Shingrex cause stroke?” One source says it is a possible rare complication. However, look at the risk of getting a stroke if you get Shingles (which 30% of all adults do.) Here are some articles on the subject:
Stroke
Risk Spikes Shortly After Shingles Episode: Study – WebMD
https://www.webmd.com ›
Stroke
› News
Shingles Increases Risk of Heart Attack,
Stroke
- American College of ...
https://www.acc.org/about-acc/press.../shingles-increases-risk-of-heart-attack-stroke
Jul 5, 2017 - The risks of both stroke and heart attack were highest the first year after the ... mechanism that causes shingles patients to have an increased risk of heart ... The Journal of the American College of Cardiology is the most widely ...
Herpes zoster boosts short-term
stroke
, TIA risk | Infectious Disease ...
https://www.mdedge.com/.../article/.../stroke/herpes-zoster-boosts-short-term-stroke-tia-ri...
Apr 12, 2018 - ORLANDO – Risk of stroke and TIA – but not acute MI – is significantly increased with herpes zoster infection.
What you need to know about the new shingles vaccine - Chicago ...
https://www.chicagotribune.com/.../ct-new-shingles-vaccine-20171030-story.htm
l
Oct 30, 2017 - A: Shingles is a serious and very common condition. ... There are also rare complications, such as increased risk for stroke and vision loss. ... The only absolute reason why you should not get [Shingrix], if you're 50 and older, ...
Shingles increases risk of heart attack,
stroke
: Study says it's important ...
https://www.sciencedaily.com/releases/2017/07/170703150000.htm
Jul 3, 2017 - The risk for stroke was highest in those under 40 years old, a relatively ... further study into the mechanism that causes shingles patients to have an increased risk of heart attack and stroke, it is important that physicians treating ...
C.D.C. Panel Recommends a New Shingles Vaccine - The New York ...
https://www.nytimes.com/2017/10/25/health/cdc-shingles-vaccine.html
Oct 25, 2017 - Dr. Oaklander said that while rash symptoms lead some people to consider shingles as minor as a bad sunburn, the illness can cause strokes, ...
'This is a game-changer': New shingles vaccine dramatically improves ...
https://www.theglobeandmail.com/news/national/this-is-a.../article37470885/
Jan 1, 2018 - The virus can also destroy nerves, causing blindness or deafness and, in rare ... Shingles also increases the risk of heart attack and stroke."
9dff743d,Can a sudden start to exercise after months of physical inactivity cause a heart disease/stroke?,"What health risks are linked to physical inactivity? Lack of physical activity has clearly been shown to be a risk factor for cardiovascular disease and other conditions: Less active and less fit people have a greater risk of developing high blood pressure. Physical activity can reduce your risk for type 2 diabetes. Hypokinetic diseases are those conditions that occur as a result of lack of exercise and movement. Examples of hypokinetic diseases are obesity, diabetes, stroke, and heart disease. Those individuals that don't exercise are at greater risk of these conditions. Go to my Profile and you can find all about Heart Disease material there..."
9fb471b2,"Can leaning forward to, say, pick something off the ground cause a stroke?","I took care of an overweight middle aged guy, I doubt he exercised at all, who had a stroke dancing around a party with another main on his shoulders. That may have contributed to his stroke, but just like a ripening apple will fall from a tree sooner on a windy day, it will fall eventually, A stroke is caused by a gradually worsening underlying condition and they do happen in peoples sleep or watching TV."
433fbba3,Why can alcohol abuse cause a hemorrhagic stroke?,
4ce322c5,Do strokes cause brain fog?,
64514a2e,Can a cardiac arrest cause a stroke?,
ec62335d,Can heavy vomiting cause a stroke?,
6a88f4b4,"What is it about brush strokes that cause cats to like it? I have two cats and I can hear them purring with the firmer the brush, the better.",
94f1e8c9,What underlying conditions are most likely to cause a stroke?,
84d00bf8,What is the cure of multi clotting (infarcts) memory loss and aggression/irritation caused after a stroke due to hypertension?,
c79d0061,"If Trump dies of a stroke or heart attack due to the stress caused by impeachment, will it be considered an unlawful death or death by natural causes?",
07ee814a,Where does stroke rank in causes of death in the US?,
8e9b6e37,How do I stop hiccups caused because of brain stroke?,
78846d5c,Can a small stroke cause a violent episode?,
2296de53,Can patients who have had a stroke caused by bleeding in the brain safely take aspirin to reduce the risk of future strokes?,
372676b8,"Can UTIs cause heart attacks, strokes, or cancer?",
f5d26ea1,Why do doctors intervene to keep an elderly patient alive when they have suffered a severe stroke which has caused paralysis and loss of language and communication?,
db7bd747,"Does the e-cig cause problems with the heart, strokes, heart attacks, etc.?",
8039e711,Will a high fat diet cause a stroke?,
db43d27d,How can PPI drugs cause an increased risk of stroke?,
d33df9ca,Which chemical substances can cause a stroke in short time and in small amounts?,
a3bd5dc5,Will a stroke cause you to stop breathing?,
544ee1a3,Can using your phone in the dark really cause eye strokes?,
7fa328e1,Can a lack of oxygen cause a stroke?,"Yes. This is often the case w/ non-embolic, non-thrombotic strokes. it principally affects the areas furthest away from the feeding arteries, often where the distribution of one artery comes close to the distribution of another. these are typically termed watershed infarcts. They can happen in both cases of hypoxemia (low blood oxygen) and hypiperfusion (e.g. in shock)."
cabfe8ed,Which area of the brain is affected to cause impaired movement after a stroke?,"Motor control resides in the frontal lobe of the brain, in the regions I’ve labeled here. (The blue line marks the boundary between the frontal lobe and parietal lobe.)
Commands to the muscles below the head originate in the primary motor cortex, the long fold (gyrus) of tissue winding its way down from the top of the brain. Nerve pathways going from here to the muscles cross over to the opposite side of the body along the way, so a stroke on the left side of the brain can cause weakness or paralysis of the limbs on the right side of the body and vice versa.
The tissue immediately anterior to the primary motor cortex is called premotor cortex. This is where we think about how we’re going to move (like “walk quickly over to the door”) and the brain compiles a subconscious “plan” of muscular action. That plan, or program, is conveyed to the primary motor cortex, the executive center which then commands the muscles to perform that action. A stroke damaging the premotor cortex therefore can also result in impaired movement because one can’t decide what to tell the muscles to do, such as contracting the muscles needed to get up from a chair.
The control of facial, tongue, and pharyngeal muscles and some neck and shoulder muscles comes not from these centers but from the brainstem, via certain cranial nerves. These effects are usually seen on the same side of the body as where the stroke occurred. They can include signs such as sagging of part of the face, asymmetric tongue movement or strength, or difficulty swallowing.
As I’m sure you know, a stroke can also cause various speech impairments called aphasia, ranging from muteness or slurring to babbling incoherent speech.
The lower end of the primary motor cortex, on the left side of the brain in most people, is a major speech center called Broca’s area. A stroke here can cause Broca’s aphasia, characterized by slow speech, difficulty choosing one’s words, or speaking sounds that only approximate the sound of the intended word, like “tssair” for “chair.” In extreme cases, the stroke victim’s entire vocabulary may consist of only two or three words, sometimes the last words he or she was speaking when the stroke occurred. Such patients feel very frustrated with themselves, often maintain a tight-lipped reluctance to talk, and cut themselves off from social interaction.
Wernicke’s area at the rear of the parietal lobe is responsible for our ability to recognize spoken or written language (it lies at the intersection of our centers for hearing and vision), and just behind it (a triangular area of tissue that my red line to Wernicke’s area passes through) is an area, the angular gyrus, important to our ability to read and write. Wernicke’s area stores our memory of the vocabulary and grammar of languages we’ve learned. It’s here that we decide what we’re going to say, and signals are passed along tracts from here to Broca’s area directing it to execute the necessary muscular actions to say it (ranging from the diaphragm to tongue and lips). A stroke that damages the Wernicke area can cause Wernicke’s aphasia, in which a victim may babble on and on in a nonsensical “word salad,” make up nonexistent words, or may be unable to understand spoken or written words. Some people with lesions here have anomic aphasia (a- = without; nom- = names) in which they can’t think of the names of familiar things they once knew. Shown a picture of a chair, such a person might say, “Oh, I know what it is. I have a lot of them at home. I just can’t think what they’re called.” (My examples come from Ganong’s Review of Medical Physiology.)
These aphasias are fascinating and remind us of how much we take for granted about our speech. Here are some videos of speech therapists working with patients who have various kinds of aphasia. I find the third one especially heartbreaking."
de1f3097,What is the best therapy for paralysis to the right side of the body caused by a hemorrhagic stroke?,"As always in medicine: it depends.
From a physiotherapists point of view only 4 types of treatment offer superior benefits (as stated in the German Stroke Rehabilitation Guidelines).
Those are:
Mirror Therapy
Forced Use Therapy
Impariment Oriented Training
Treadmill Gait Training (with partial or full bodyweight)
Treatment has to start early and it has to be very high intensity (thousands of repetitions).
Accompanying issues like hemispatial neglect, post stroke depression make it harder for treatment to be effective."
6c70b4bf,Can strokes be caused by excess sodium?,
d5210a18,"What is pushing an engine’s piston to TDC in 4th stroke? What causes its tendency to go up? Is it because of counterweight on crankshaft, or flywheel?","The piston is being “pushed” up by the crankshaft to complete the exhaust stroke.
In a single-cylinder engine, it is only the stored energy in the inertia of the flywheel (and the crankshaft itself) that keeps it going, and also through the intake and compression strokes of the next cycle. On large and slow-turning single-cylinder engines (historical ones, or still in use in some agricultural applications), you can directly observe the dramatic changes in angular velocity of the crankshaft as it progresses through the cycle.
In a multi-cylinder engine, the power strokes of the other cylinders are also applying force to input energy into the crankshaft, which can make for a much smoother operation of the engine."
50f7025a,We have a window over our bed. My wife claims that the cool night air on her head will cause her to have a stroke. Is there any logical explanation to verify that?,"I'm not a doctor, and my opinion / beliefs are my own, and not intended to diagnose or treat any ailments. Please talk to a medical professional to discuss.
That being said…
No, it has no relevance. Cool air actually helps improve sleep. When the body temp lowers, it knows it's time to rest / recharge. In fact, there are sleep aids that help lower the body temperature to help induce and maintain sleep as well as improve quality. Fresh air (from a window) also improves air quality. Newer houses are so efficient (no leaky windows, loose door, etc) that air quality has significantly decreased as well as proven increase of flu / cold, etc unless an air to air heat exchanger (heat recovery unit) has been installed to maintain efficiency and improve air quality. So the cool / cold air aids in quality sleep and improves air quality and respiratory health.
There has also been rumor that cold air has caused Bell's Pausy as well. To the best of my knowledge, that is an old wive's tail as well. Also considering that a proper Bell's Pausy diagnosis can be questionable and can take time, as it is only diagnosed by exclusion (no definative diagnostic test to prove it.
I think your wife may be listening to old family beliefs, old wives tails, etc. I bet you, if you got some cool fresh air, you'd both sleep better and feel better as well. Open the window after she falls asleep and close before she wakes. Do that for a few days and see if she feels better, then tell her :)
Please discuss this with your family health care professional, as this info is not intended to diagnose or treat any ailment."
1e080262,What could cause a mild stroke in a 15-year-old?,"High blood pressure, congenital blood vessel irregularities, stimulating drugs that spike high blood pressure, blood clot that broke off from another part of the body and traveled to the brain— there are a lot of possible causes. Talk to the teen’s doctor— it is important to try to determine the cause to prevent further strokes."
